1337555499,2,1,1,5,3
1327594383,8,5,5,15,7
1365041602,8,3,5,15,4
1334624852,4,5,3,15,7
1334478445,4,5,4,29,7
1333886016,6,4,5,20,7
1333648942,4,5,3,20,7
1333130001,4,5,4,15,4
1333120866,6,5,5,20,9
1333095315,8,5,4,18,8
1333012418,3,3,5,25,9
1327613622,9,5,4,40,0
1327593490,6,5,4,8,6
1327552915,4,5,5,10,5
1327403542,8,5,5,12,2
