4,1337555499,5,2,3
4,1327594383,6,4,5
4,1365041602,6,2,4
4,1334624852,9,6,5
4,1334478445,7,5,7
4,1333886016,10,4,4
4,1333648942,9,2,6
4,1333130001,6,1,5
4,1333120866,8,3,7
4,1333095315,8,4,5
